date,language,project_count,avg_stars,avg_openrank,activity_score,trend_direction,popularity_index
2025-06,Kotlin,2,172.3289522969592,172.9276686937262,307.4044399061934,down,2.8510304607952803
2025-07,Kotlin,3,186.28953058399125,186.93674972517462,332.3076479387962,down,3.081995910396914
2025-08,Kotlin,3,185.95603608966758,186.6020965826997,331.7127526128923,down,3.0764785382481765
2025-09,Kotlin,2,171.7884331614487,172.38527165166033,306.4402491541725,up,2.8420880486269087
2025-10,Kotlin,3,189.61411826219987,190.27288790101522,338.2381256647771,up,3.1369982800731595
2025-11,Kotlin,3,200.06594951213074,200.76103157936956,356.882348173845,up,3.3099146058992215
2025-12,Kotlin,3,194.51015111853508,195.18593087150205,346.971784274681,up,3.2179988236522346
2026-01,Kotlin,3,207.62516599049752,208.34651077675124,370.36665639187277,up,3.434975172636907
2025-02,Nix,0,228.68655813626285,1822.921012270095,4434.135980954109,down,0.8761937093343404
2025-03,Nix,0,218.44225054317045,1741.26092818033,4235.503174248321,down,0.8369434886711511
2025-04,Nix,0,219.61704462686907,1750.6255223992382,4258.281936407295,down,0.8414446154286171
2025-05,Nix,0,251.86620042811774,2007.692068929881,4883.579475795276,down,0.9650045993414473
2025-06,Nix,0,243.11790189789303,1937.957068576883,4713.953654316588,down,0.9314862141681726
2025-07,Nix,0,255.80952022639352,2039.1253135287802,4960.038784748295,down,0.9801131043156839
2025-08,Nix,1,282.49153850204755,2251.814735070919,5477.391873818169,down,1.0823430593948182
2025-09,Nix,1,276.3589900898311,2202.930570428711,5358.4843447042385,up,1.0588467053250232
2025-10,Nix,1,280.8542933644916,2238.7638212445395,5445.646380627645,up,1.076070089519125
2025-11,Nix,1,263.1110990521207,2097.3281286511,5101.613320885388,up,1.0080885021154051
2025-12,Nix,0,249.2029911988523,1986.4629240965985,4831.940971265165,up,0.9548007325626525
2026-01,Nix,1,276.41697032652115,2203.392746223476,5359.608557057545,up,1.0590688518257516
2025-02,R,0,29.065159309549763,130.9476255518059,333.7770232210421,down,0.9082862284234301
2025-03,R,0,28.088375402043006,126.54690880351687,322.5598810232114,down,0.8777617313138439
2025-04,R,0,30.52058949731058,137.50479336960206,350.49081963974044,down,0.9537684217909557
2025-05,R,0,31.264914238327947,140.85820892936687,359.0384588843986,down,0.9770285699477483
2025-06,R,0,31.786851176282806,143.2096979401466,365.0322521956377,down,0.9933390992588377
2025-07,R,0,31.459785759985618,141.7361660317852,361.2763147212348,down,0.9831183049995506
2025-08,R,1,32.25903250609424,145.3370223876127,370.4546645418598,down,1.008094765815445
2025-09,R,1,36.93354657383011,166.39716904840893,424.1356154672215,up,1.1541733304321908
2025-10,R,0,30.20862768593074,136.09930792126983,346.90832818830717,up,0.9440196151853356
2025-11,R,0,31.72853458521196,142.94696347343776,364.3625590429279,up,0.9915167057878738
2025-12,R,1,33.084560772396244,149.05628520488645,379.93482477000543,up,1.0338925241373826
2026-01,R,1,35.665752943605945,160.68536255873963,409.5765903661348,up,1.1145547794876858
2025-02,GML,0,20.010929316535996,149.05640974654747,296.38687683954373,down,0.8337887215223331
2025-03,GML,0,20.446976805241498,152.3044184780426,302.84528520663315,down,0.8519573668850624
2025-04,GML,0,21.875809459283907,162.947435709841,324.0080828538188,down,0.9114920608034961
2025-05,GML,0,21.689690764169235,161.56108407960562,321.2514323308016,down,0.9037371151737181
2025-06,GML,0,21.322345596497836,158.82482176191328,315.8105912161286,down,0.8884310665207432
2025-07,GML,0,23.837304001565894,177.55811818166396,353.06026889319287,down,0.9932210000652456
2025-08,GML,0,20.483678778553383,152.57780230174953,303.38888730884884,down,0.8534866157730576
2025-09,GML,1,25.080445164343047,186.8179659179003,371.472743440376,up,1.0450185485142938
2025-10,GML,0,23.989636461481453,178.69280459245996,355.31650304011714,up,0.9995681858950605
2025-11,GML,1,25.7549403070294,191.84211161198525,381.46285962248925,up,1.0731225127928916
2025-12,GML,0,22.857191106914655,170.25750225763053,338.5435717822897,up,0.9523829627881106
2026-01,GML,1,25.416365087275725,189.32014944384508,376.4481373989126,up,1.059015211969822
2025-02,Other,16,338.1431906075618,267.6231161808542,706.1241086187348,down,16.98805503052344
2025-03,Other,18,366.7309104318632,290.24884065615186,765.8221263197767,down,18.424280189160594
2025-04,Other,20,409.6646543760709,324.22871268319125,855.4780842522641,down,20.58123861697964
2025-05,Other,19,384.9695714336409,304.6838120760756,803.9088262741349,down,19.340576555278613
2025-06,Other,19,392.80459365105327,310.88483318019007,820.2702324267701,down,19.734202073378274
2025-07,Other,18,377.665790110153,298.9032410872489,788.6567785622543,down,18.973640172998117
2025-08,Other,19,386.6002194146301,305.9743869159303,807.3140104802046,down,19.422499061500552
2025-09,Other,22,450.8502176370145,356.824988721615,941.4834214981236,up,22.65036978559164
2025-10,Other,21,418.18710414928125,330.9737976920104,873.2750040676339,up,21.00939996922226
2025-11,Other,23,475.70190925139804,376.49383711763585,993.3797159565277,up,23.898899747079806
2025-12,Other,22,447.0810051053992,353.84184894155203,933.6124014302662,up,22.461007433524834
2026-01,Other,25,500.08775874548814,395.79399519741173,1044.3032203038601,up,25.12402615706998
